614	332	445	598	117
645	221	111	202	562
14	222	648	349	973
963	823	639	228	518
566	778	441	491	981
786	704	239	868	244
815	3	935	790	864
686	858	145	90	73
185	747	581	656	461
486	341	403	153	741
297	599	684	469	215
191	79	353	309	537
29	434	265	16	662
677	565	868	945	314
875	439	286	43	486
587	905	728	968	156
769	319	402	145	823
492	826	276	221	985
581	982	774	36	799
250	79	460	119	884
609	790	711	793	176
127	332	722	293	877
447	480	345	262	647
128	139	414	148	354
500	675	242	471	294
285	412	243	819	152
239	687	452	225	390
624	632	298	896	739
888	689	125	360	961
569	599	507	910	469
540	980	570	592	740
630	413	334	33	448
109	912	475	422	842
868	694	708	564	218
443	527	732	137	514
316	589	209	547	408
480	632	741	766	287
159	282	572	391	771
179	646	384	459	4
34	353	292	706	423
839	806	350	586	600
931	878	112	390	66
345	822	340	467	452
172	216	773	256	172
603	373	707	902	361
712	922	36	298	644
369	912	743	118	997
226	208	502	825	974
89	483	83	824	14
927	656	25	385	258
369	290	95	726	489
508	737	165	392	848
434	296	225	724	119
316	376	51	827	873
24	652	464	556	457
923	790	699	462	347
675	815	170	699	622
296	494	524	494	789
650	756	679	659	187
881	934	719	358	199
724	212	330	954	289
257	510	601	827	848
48	417	284	257	765
414	87	436	694	699
808	94	69	404	246
533	812	428	110	634
683	572	8	855	550
7	852	264	7	448
218	770	201	365	806
40	171	963	630	517
384	509	288	972	908
846	898	662	555	96
39	651	33	855	579
114	417	664	535	719
223	554	503	761	665
951	659	693	478	310
150	189	707	663	596
803	680	213	893	84
536	622	282	686	763
559	184	19	796	13
441	463	370	744	741
370	913	363	611	724
39	725	613	11	262
957	709	904	608	893
85	983	229	815	260
42	871	560	160	332
948	988	447	419	89
627	594	607	715	811
608	730	808	387	479
330	700	378	105	814
884	843	810	117	206
1000	787	335	510	48
245	217	494	703	369
945	92	387	963	765
24	935	102	987	71
832	732	751	508	874
855	329	308	394	782
735	540	191	648	185
223	265	522	749	372
528	297	23	471	948
475	400	951	382	220
533	675	354	571	919
326	359	365	125	410
4	508	321	163	988
760	608	645	893	472
215	17	626	47	319
654	606	109	398	962
316	69	499	551	866
11	106	711	568	962
902	988	766	337	794
188	416	896	662	902
935	364	806	431	732
192	68	94	150	471
862	404	165	784	405
900	681	716	574	846
862	651	616	672	873
331	812	226	267	594
943	853	881	110	51
264	760	3	406	319
817	178	167	700	617
675	4	965	553	819
373	634	780	634	859
330	194	15	386	766
306	353	466	808	24
11	880	616	672	524
479	100	689	100	577
667	286	585	722	330
744	935	915	132	552
490	606	586	405	519
426	783	516	240	316
888	599	104	41	97
492	4	158	709	879
389	537	97	659	578
231	637	27	771	651
27	53	245	610	835
764	81	339	83	294
881	898	643	310	457
53	845	508	415	626
564	16	726	627	827
418	632	121	563	212
663	925	791	246	846
629	653	90	97	8
735	297	491	349	972
575	402	16	708	331
302	805	336	249	528
853	980	318	26	72
355	279	698	912	406
376	932	605	606	577
191	19	197	798	623
925	808	911	899	504
174	982	307	924	570
384	674	241	842	503
479	93	204	667	793
231	242	992	510	579
194	514	490	402	196
823	558	499	993	800
728	611	520	248	668
969	123	233	868	324
803	423	294	361	939
266	290	120	881	844
849	28	350	164	303
405	536	898	747	785
972	931	304	546	27
909	665	713	159	657
672	60	938	85	185
932	432	258	52	251
88	748	377	675	944
644	620	172	953	674
434	585	267	419	144
7	76	440	748	964
666	608	678	178	552
235	538	548	230	341
17	302	489	473	646
403	212	612	151	307
120	84	660	107	254
567	810	442	538	266
397	397	219	540	315
89	846	916	399	487
826	63	621	683	661
836	812	761	540	899
612	626	202	423	697
270	285	560	646	819
586	126	981	40	824
2	922	295	523	534
823	821	226	368	629
849	710	495	565	641
149	56	804	355	181
416	580	881	157	919
699	566	790	476	197
467	457	319	666	300
456	406	948	605	964
390	321	789	509	675
532	45	937	294	3
285	411	662	51	731
321	36	915	564	843
120	14	742	191	87
818	488	789	895	733
435	231	373	250	523
696	183	906	548	975
607	646	7	392	699
48	412	906	547	705
588	198	545	554	223
454	390	38	865	800
72	375	326	966	667
87	975	468	689	666
785	550	292	765	592
837	250	234	899	738
563	653	844	158	743
399	677	237	201	743
395	590	422	114	425
585	370	300	343	115
614	982	569	83	15
765	194	628	495	109
343	488	957	680	302
591	848	971	596	28
895	391	351	125	271
661	638	703	181	670
211	149	398	415	903
655	367	799	395	927
963	469	43	131	249
223	51	265	444	333
203	18	766	338	237
970	204	303	981	548
816	839	617	238	18
896	374	60	107	664
164	28	48	650	9
447	621	134	895	770
568	831	620	399	497
428	625	726	350	738
953	187	516	619	202
942	178	191	660	717
931	574	290	42	30
369	262	87	308	667
437	439	819	341	177
987	622	934	895	831
984	243	478	476	240
661	445	81	122	550
434	695	791	456	768
33	589	576	438	400
603	696	645	565	989
863	832	789	213	692
585	28	243	84	589
323	981	40	78	238
392	718	277	337	137
435	931	730	404	309
938	390	627	872	735
699	195	763	138	196
201	464	811	144	655
91	395	704	893	831
46	486	137	531	316
771	307	851	65	325
204	908	849	420	617
315	904	548	855	969
677	869	922	403	371
431	49	375	533	420
748	552	905	955	385
512	165	943	506	346
498	580	42	199	844
885	438	236	705	517
88	953	239	255	657
493	842	519	325	958
318	925	131	27	649
668	75	27	212	963
685	520	881	262	221
318	691	90	565	793
44	647	867	153	209
724	254	564	837	265
206	103	377	233	759
827	602	466	419	259
430	882	889	617	618
586	827	578	995	584
250	100	162	230	861
166	458	97	636	685
179	317	328	223	891
673	359	865	684	383
488	280	563	922	80
463	696	292	981	678
920	223	253	428	969
463	875	703	499	131
112	973	938	488	89
161	281	923	120	37
207	940	498	262	504
232	145	390	99	644
206	926	74	534	243
617	339	299	190	849
489	638	951	99	374
469	114	763	720	796
326	275	97	778	984
22	72	311	200	119
768	73	699	405	872
767	780	222	725	815
194	748	144	359	284
619	25	231	450	859
923	865	570	183	198
167	441	655	503	87
283	85	45	594	409
133	791	120	894	107
36	233	310	700	378
470	10	813	824	283
744	329	680	696	669
768	896	588	141	19
180	637	124	237	922
941	240	644	789	51
408	762	823	156	530
178	448	700	525	862
27	747	120	787	934
841	355	13	478	781
837	548	533	703	95
57	211	137	557	632
510	648	888	220	238
721	473	575	133	42
908	209	317	335	898
742	885	505	297	263
265	360	427	263	466
45	508	748	190	467
321	868	843	902	402
245	423	159	94	688
569	638	806	839	821
688	852	131	384	259
117	778	53	239	209
185	43	503	65	124
552	677	551	811	570
359	797	127	742	778
162	62	107	454	149
719	499	678	635	199
151	937	231	699	143
9	906	154	89	316
53	51	963	870	755
19	610	600	793	907
436	134	682	458	583
448	651	642	216	255
241	995	908	469	798
568	360	955	154	231
